"mu_alpha" "mu_beta" "mu_delta" "sigma_alpha" "sigma_beta" "sigma_delta" "sigma_epsilon"
0.839306901194984 5.91907582327484 3.26159991209565 0.300919505564149 0.335859560541999 0.477699032803559 0.216587361849433
0.666314631270855 6.44401541445031 3.11046818126984 0.279991449904818 0.419096624298696 0.401734808271357 0.226027943191874
0.924363773095989 6.07763563773803 3.14227652803218 0.274842280581466 0.713567985187581 0.312865455886128 0.192047898947003
0.721550416945233 6.30581486084102 2.96444658078244 0.227417723650495 0.449443523650974 0.371347017412684 0.186806743175134
0.863323136344705 6.00772709768344 2.8437456389094 0.280337504106391 0.643496707506365 0.442143708517459 0.218521980608058
0.936474123255415 5.53349900666187 2.77906024391234 0.322925502609576 0.623064430982297 0.35173856678353 0.232861353638101
0.640157786534071 6.54838874341565 2.17002313330945 0.30616580455436 0.355264915453584 0.337304868524415 0.182406489793967
0.929474649914826 6.22766223507633 2.28133284528434 0.307280686523378 0.978510983934191 0.416343639089335 0.215389562215369
0.918924476091931 5.77492457043324 2.68110679449553 0.177962356881802 0.406651283076855 0.360728413781377 0.237208908364661
0.690817779635602 6.03926004911587 2.67880187633549 0.48109776595009 0.693594874371315 0.291704669146988 0.193802286649354
0.858328096971472 5.69513739099695 2.23953753153564 0.161982400044432 0.229086163580585 0.286888077195795 0.190760933975604
0.824717144047482 5.84632129121264 2.54479102365573 0.189508340612539 0.277139030573531 0.271316212443283 0.191717341510474
0.77668626806897 5.83421656197264 2.33855542091164 0.205651708667642 0.260539000735111 0.371031767318085 0.200687298020825
0.720218479087327 5.9408408635203 2.35447066759741 0.211273535978555 0.261706002943883 0.362846126920559 0.193127084181232
0.801755109634641 5.71262951941927 2.90251908686264 0.299661347851679 0.221285717547013 0.270829318925448 0.22120466007968
0.77988504976848 5.68016361176385 2.95510556761829 0.263501517380816 0.245000852461444 0.596573160968447 0.232481280565361
0.739579183682607 5.42833412318086 2.8864046912718 0.201321761475731 0.300228736000154 0.388493429609466 0.201798198122843
0.725707250487873 5.02673862226345 3.03614173727392 0.255292883078871 0.249219511622775 0.300191028656764 0.187738896969489
0.87522799659782 5.4242602266712 3.28914858371424 0.329721441394549 0.358861990093815 0.227366612714989 0.228868133607905
0.908406424764649 5.07886661617045 3.34392256317436 0.464864895132438 0.422979158408851 0.294754899526048 0.241547299159557
0.918036132879501 5.29732049157755 3.26817678319585 0.478380357522799 0.382805375009636 0.270111859672354 0.21270503008573
0.708511796297697 4.99186995101191 3.40770410991791 0.329520628321148 0.224489037168189 0.701256265404352 0.246714218253478
0.823778941962133 4.98697509936013 2.6014690871257 0.23020245758503 0.34537524119113 0.552122257399478 0.206594044611593
0.827010642246014 4.93389222577124 2.44464751009618 0.197858356188447 0.34552958259984 0.642151800272718 0.207719155872222
0.645147975414508 5.0530900418313 3.94707967181437 0.355204914108798 0.587121755226965 0.775142155161778 0.221418281311661
0.791642772053631 5.21151043420761 3.35876749728971 0.480455503266525 0.638554335922491 0.641143078827042 0.195819138572584
0.755118284381127 5.42836668276157 2.7878193991739 0.54602410804547 0.448042463509516 0.540651421006736 0.18615000411955
0.826825198380684 5.74084721211858 3.15438415709659 0.918598127056377 0.511433778373795 0.556870819994158 0.212260987027517
0.728969431381947 5.38392602214813 2.87476293584407 0.963162266778492 0.313941589047018 0.303434192418975 0.186838397627131
0.768978380392223 5.10917742582677 4.24898267224546 0.16380020961991 0.323486923541687 0.366577206357995 0.213076857800455
0.527374936300813 5.11792470326667 4.1955009375304 0.400730494040154 0.359019348451038 0.402591142840656 0.193585999270173
0.790652543946673 4.85209852855494 3.43098806192816 0.563335092691741 0.515119145835924 0.394583399582683 0.202152893010749
0.728140354495924 5.23535557183794 3.19221994123484 0.382203705211799 0.442858952939608 0.946802202619695 0.208180314826989
0.746350334667727 5.41887156008736 3.21823273066261 0.31019456809303 0.457806032277753 0.958326982904269 0.204028474249131
0.695255860217525 5.34007581763029 3.02285384198819 0.21454427844859 0.395600484443862 1.17090745205935 0.182236735799551
0.770305701097306 5.35261288351972 4.84125940116113 0.271423369523192 0.355315011771308 1.24530003300385 0.199349171064781
